CityName,Population,CityRank,IsMetroCity,IsTouristDestination,IsWeekend,IsNewYearEve,Date,HotelName,RoomRent,StarRating,Airport,HotelAddress,HotelPincode,HotelDescription,FreeWifi,FreeBreakfast,HotelCapacity,HasSwimmingPool
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Royal Orchid Central Grazia,4250,4,14,"Plot No 67, L-3, Sector 19, Palm Beach Road, Navi Mumbai, Maharashtra, 400705 India",400705,"4-star hotel in Vashi with outdoor pool, restaurant",1,1,67,1
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,Royal Orchid Central Grazia,4750,4,14,"Plot No 67, L-3, Sector 19, Palm Beach Road, Navi Mumbai, Maharashtra, 400705 India",400706,"4-star hotel in Vashi with outdoor pool, restaurant",1,1,67,1
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,Royal Orchid Central Grazia,4250,4,14,"Plot No 67, L-3, Sector 19, Palm Beach Road, Navi Mumbai, Maharashtra, 400705 India",400707,"4-star hotel in Vashi with outdoor pool, restaurant",1,1,67,1
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,Royal Orchid Central Grazia,4250,4,14,"Plot No 67, L-3, Sector 19, Palm Beach Road, Navi Mumbai, Maharashtra, 400705 India",400708,"4-star hotel in Vashi with outdoor pool, restaurant",1,1,67,1
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,Royal Orchid Central Grazia,4750,4,14,"Plot No 67, L-3, Sector 19, Palm Beach Road, Navi Mumbai, Maharashtra, 400705 India",400709,"4-star hotel in Vashi with outdoor pool, restaurant",1,1,67,1
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,Royal Orchid Central Grazia,4250,4,14,"Plot No 67, L-3, Sector 19, Palm Beach Road, Navi Mumbai, Maharashtra, 400705 India",400710,"4-star hotel in Vashi with outdoor pool, restaurant",1,1,67,1
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,Royal Orchid Central Grazia,5950,4,14,"Plot No 67, L-3, Sector 19, Palm Beach Road, Navi Mumbai, Maharashtra, 400705 India",400711,"4-star hotel in Vashi with outdoor pool, restaurant",1,1,67,1
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,Royal Orchid Central Grazia,5950,4,14,"Plot No 67, L-3, Sector 19, Palm Beach Road, Navi Mumbai, Maharashtra, 400705 India",400712,"4-star hotel in Vashi with outdoor pool, restaurant",1,1,67,1
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Fortune Select Exotica Navi Mumbai,4953,4,14,"Plot 16, Sector 19 - D, Vashi, Navi Mumbai, Maharashtra, 400705, India",400705,"4-star hotel in Vashi with outdoor pool, restaurant",1,0,85,1
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,Fortune Select Exotica Navi Mumbai,6383,4,14,"Plot 16, Sector 19 - D, Vashi, Navi Mumbai, Maharashtra, 400705, India",400706,"4-star hotel in Vashi with outdoor pool, restaurant",1,0,85,1
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,Fortune Select Exotica Navi Mumbai,4458,4,14,"Plot 16, Sector 19 - D, Vashi, Navi Mumbai, Maharashtra, 400705, India",400707,"4-star hotel in Vashi with outdoor pool, restaurant",1,0,85,1
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,Fortune Select Exotica Navi Mumbai,4458,4,14,"Plot 16, Sector 19 - D, Vashi, Navi Mumbai, Maharashtra, 400705, India",400708,"4-star hotel in Vashi with outdoor pool, restaurant",1,0,85,1
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,Fortune Select Exotica Navi Mumbai,4359,4,14,"Plot 16, Sector 19 - D, Vashi, Navi Mumbai, Maharashtra, 400705, India",400709,"4-star hotel in Vashi with outdoor pool, restaurant",1,0,85,1
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,Fortune Select Exotica Navi Mumbai,6383,4,14,"Plot 16, Sector 19 - D, Vashi, Navi Mumbai, Maharashtra, 400705, India",400710,"4-star hotel in Vashi with outdoor pool, restaurant",1,0,85,1
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,Fortune Select Exotica Navi Mumbai,4055,4,14,"Plot 16, Sector 19 - D, Vashi, Navi Mumbai, Maharashtra, 400705, India",400711,"4-star hotel in Vashi with outdoor pool, restaurant",1,0,85,1
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,Fortune Select Exotica Navi Mumbai,4055,4,14,"Plot 16, Sector 19 - D, Vashi, Navi Mumbai, Maharashtra, 400705, India",400712,"4-star hotel in Vashi with outdoor pool, restaurant",1,0,85,1
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Bentleys Hotel Colaba,2700,3,20,"17, Oliver Road, Colaba, Mumbai, Maharashtra",400001,3-star hotel,1,1,25,0
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,Bentleys Hotel Colaba,2700,3,20,"17, Oliver Road, Colaba, Mumbai, Maharashtra",400001,3-star hotel,1,1,25,0
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,Bentleys Hotel Colaba,3000,3,20,"17, Oliver Road, Colaba, Mumbai, Maharashtra",400001,3-star hotel,1,1,25,0
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,Bentleys Hotel Colaba,3000,3,20,"17, Oliver Road, Colaba, Mumbai, Maharashtra",400001,3-star hotel,1,1,25,0
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,Bentleys Hotel Colaba,2200,3,20,"17, Oliver Road, Colaba, Mumbai, Maharashtra",400001,3-star hotel,1,1,25,0
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,Bentleys Hotel Colaba,2200,3,20,"17, Oliver Road, Colaba, Mumbai, Maharashtra",400001,3-star hotel,1,1,25,0
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,Bentleys Hotel Colaba,2700,3,20,"17, Oliver Road, Colaba, Mumbai, Maharashtra",400001,3-star hotel,1,1,25,0
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,Bentleys Hotel Colaba,2700,3,20,"17, Oliver Road, Colaba, Mumbai, Maharashtra",400001,3-star hotel,1,1,25,0
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Hotel Suncity Apollo,5000,3,20,"Brightland Building Landsowne Road, Behind Regal Cinema, Mumbai, Maharashtra",400001,3-star hotel with restaurant,1,1,39,0
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,Hotel Suncity Apollo,5000,3,20,"Brightland Building Landsowne Road, Behind Regal Cinema, Mumbai, Maharashtra",400001,3-star hotel with restaurant,1,1,39,0
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,Hotel Suncity Apollo,5000,3,20,"Brightland Building Landsowne Road, Behind Regal Cinema, Mumbai, Maharashtra",400001,3-star hotel with restaurant,1,1,39,0
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,Hotel Suncity Apollo,5000,3,20,"Brightland Building Landsowne Road, Behind Regal Cinema, Mumbai, Maharashtra",400001,3-star hotel with restaurant,1,1,39,0
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,Hotel Suncity Apollo,6500,3,20,"Brightland Building Landsowne Road, Behind Regal Cinema, Mumbai, Maharashtra",400001,3-star hotel with restaurant,1,1,39,0
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,Hotel Suncity Apollo,5000,3,20,"Brightland Building Landsowne Road, Behind Regal Cinema, Mumbai, Maharashtra",400001,3-star hotel with restaurant,1,1,39,0
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,Hotel Suncity Apollo,5000,3,20,"Brightland Building Landsowne Road, Behind Regal Cinema, Mumbai, Maharashtra",400001,3-star hotel with restaurant,1,1,39,0
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,Hotel Suncity Apollo,5000,3,20,"Brightland Building Landsowne Road, Behind Regal Cinema, Mumbai, Maharashtra",400001,3-star hotel with restaurant,1,1,39,0
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Fabhotel Crawford Inn,3674,3,17,"Plot No. 1492-1, B Wing, Sitaram Building, Mumbai, 400001 India",400001,3-star resort with restaurant,1,1,40,0
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,Fabhotel Crawford Inn,3314,3,17,"Plot No. 1492-1, B Wing, Sitaram Building, Mumbai, 400001 India",400001,3-star resort with restaurant,1,1,40,0
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,Fabhotel Crawford Inn,3314,3,17,"Plot No. 1492-1, B Wing, Sitaram Building, Mumbai, 400001 India",400001,3-star resort with restaurant,1,1,40,0
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,Fabhotel Crawford Inn,3314,3,17,"Plot No. 1492-1, B Wing, Sitaram Building, Mumbai, 400001 India",400001,3-star resort with restaurant,1,1,40,0
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,Fabhotel Crawford Inn,3412,3,17,"Plot No. 1492-1, B Wing, Sitaram Building, Mumbai, 400001 India",400001,3-star resort with restaurant,1,1,40,0
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,Fabhotel Crawford Inn,3314,3,17,"Plot No. 1492-1, B Wing, Sitaram Building, Mumbai, 400001 India",400001,3-star resort with restaurant,1,1,40,0
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,Fabhotel Crawford Inn,3314,3,17,"Plot No. 1492-1, B Wing, Sitaram Building, Mumbai, 400001 India",400001,3-star resort with restaurant,1,1,40,0
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,Fabhotel Crawford Inn,3314,3,17,"Plot No. 1492-1, B Wing, Sitaram Building, Mumbai, 400001 India",400001,3-star resort with restaurant,1,1,40,0
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,HOTEL A. K. INTERNATIONAL,2439,3.5,18,"27/29 Adi Marzban Street, Ballard, Estate, Near Universal Cafe, Mumbai, Maharashtra",400038,Art Deco hotel with restaurant,1,1,28,0
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,HOTEL A. K. INTERNATIONAL,2439,3.5,18,"27/29 Adi Marzban Street, Ballard, Estate, Near Universal Cafe, Mumbai, Maharashtra",400038,Art Deco hotel with restaurant,1,1,28,0
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,HOTEL A. K. INTERNATIONAL,3049,3.5,18,"27/29 Adi Marzban Street, Ballard, Estate, Near Universal Cafe, Mumbai, Maharashtra",400038,Art Deco hotel with restaurant,1,1,28,0
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,HOTEL A. K. INTERNATIONAL,3049,3.5,18,"27/29 Adi Marzban Street, Ballard, Estate, Near Universal Cafe, Mumbai, Maharashtra",400038,Art Deco hotel with restaurant,1,1,28,0
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,HOTEL A. K. INTERNATIONAL,3049,3.5,18,"27/29 Adi Marzban Street, Ballard, Estate, Near Universal Cafe, Mumbai, Maharashtra",400038,Art Deco hotel with restaurant,1,1,28,0
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,HOTEL A. K. INTERNATIONAL,2439,3.5,18,"27/29 Adi Marzban Street, Ballard, Estate, Near Universal Cafe, Mumbai, Maharashtra",400038,Art Deco hotel with restaurant,1,1,28,0
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,HOTEL A. K. INTERNATIONAL,2439,3.5,18,"27/29 Adi Marzban Street, Ballard, Estate, Near Universal Cafe, Mumbai, Maharashtra",400038,Art Deco hotel with restaurant,1,1,28,0
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,HOTEL A. K. INTERNATIONAL,2439,3.5,18,"27/29 Adi Marzban Street, Ballard, Estate, Near Universal Cafe, Mumbai, Maharashtra",400038,Art Deco hotel with restaurant,1,1,28,0
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Hotel Landmark Annexe,4299,3.5,18,"34, Walchand Hirachand Marg, Ballard Estate, Fort, Mumbai, Maharashtra",400001,3.5-star hotel with restaurant,1,1,11,0
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,Hotel Landmark Annexe,6049,3.5,18,"34, Walchand Hirachand Marg, Ballard Estate, Fort, Mumbai, Maharashtra",400001,3.5-star hotel with restaurant,1,1,11,0
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,Hotel Landmark Annexe,6049,3.5,18,"34, Walchand Hirachand Marg, Ballard Estate, Fort, Mumbai, Maharashtra",400001,3.5-star hotel with restaurant,1,1,11,0
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,Hotel Landmark Annexe,6049,3.5,18,"34, Walchand Hirachand Marg, Ballard Estate, Fort, Mumbai, Maharashtra",400041,3.5-star hotel with restaurant,1,1,11,0
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,Hotel Landmark Annexe,5299,3.5,18,"34, Walchand Hirachand Marg, Ballard Estate, Fort, Mumbai, Maharashtra",400042,3.5-star hotel with restaurant,1,1,11,0
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,Hotel Landmark Annexe,7749,3.5,18,"34, Walchand Hirachand Marg, Ballard Estate, Fort, Mumbai, Maharashtra",400043,3.5-star hotel with restaurant,1,1,11,0
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,Hotel Landmark Annexe,5349,3.5,18,"34, Walchand Hirachand Marg, Ballard Estate, Fort, Mumbai, Maharashtra",400044,3.5-star hotel with restaurant,1,1,11,0
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,Hotel Landmark Annexe,4349,3.5,18,"34, Walchand Hirachand Marg, Ballard Estate, Fort, Mumbai, Maharashtra",400045,3.5-star hotel with restaurant,1,1,11,0
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Grand Hotel,7000,3,18,"17 Shri S.R. Road, Ballard Estate, Mumbai, Maharashtra",400038,3-star hotel with restaurant,1,1,70,0
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,Grand Hotel,7000,3,18,"18 Shri S.R. Road, Ballard Estate, Mumbai, Maharashtra",400038,3-star hotel with restaurant,1,1,70,0
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,Grand Hotel,6300,3,18,"19 Shri S.R. Road, Ballard Estate, Mumbai, Maharashtra",400038,3-star hotel with restaurant,1,1,70,0
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,Grand Hotel,6300,3,18,"20 Shri S.R. Road, Ballard Estate, Mumbai, Maharashtra",400038,3-star hotel with restaurant,1,1,70,0
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,Grand Hotel,7500,3,18,"21 Shri S.R. Road, Ballard Estate, Mumbai, Maharashtra",400038,3-star hotel with restaurant,1,1,70,0
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,Grand Hotel,6300,3,18,"22 Shri S.R. Road, Ballard Estate, Mumbai, Maharashtra",400038,3-star hotel with restaurant,1,1,70,0
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,Grand Hotel,6300,3,18,"23 Shri S.R. Road, Ballard Estate, Mumbai, Maharashtra",400038,3-star hotel with restaurant,1,1,70,0
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,Grand Hotel,6300,3,18,"24 Shri S.R. Road, Ballard Estate, Mumbai, Maharashtra",400038,3-star hotel with restaurant,1,1,70,0
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Hotel City Palace,2900,2.5,18,"121, City Terrace, Walchand Hirachand Marg, Mumbai, Maharashtra",400001,Located steps from Chhatrapati Shivaji Terminus,1,1,54,0
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,Hotel City Palace,2900,2.5,18,"121, City Terrace, Walchand Hirachand Marg, Mumbai, Maharashtra",400001,Located steps from Chhatrapati Shivaji Terminus,1,1,54,0
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,Hotel City Palace,2900,2.5,18,"121, City Terrace, Walchand Hirachand Marg, Mumbai, Maharashtra",400001,Located steps from Chhatrapati Shivaji Terminus,1,1,54,0
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,Hotel City Palace,2900,2.5,18,"121, City Terrace, Walchand Hirachand Marg, Mumbai, Maharashtra",400001,Located steps from Chhatrapati Shivaji Terminus,1,1,54,0
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,Hotel City Palace,2900,2.5,18,"121, City Terrace, Walchand Hirachand Marg, Mumbai, Maharashtra",400001,Located steps from Chhatrapati Shivaji Terminus,1,1,54,0
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,Hotel City Palace,4310,2.5,18,"121, City Terrace, Walchand Hirachand Marg, Mumbai, Maharashtra",400001,Located steps from Chhatrapati Shivaji Terminus,1,1,54,0
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,Hotel City Palace,6083,2.5,18,"121, City Terrace, Walchand Hirachand Marg, Mumbai, Maharashtra",400001,Located steps from Chhatrapati Shivaji Terminus,1,1,54,0
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,Hotel City Palace,4310,2.5,18,"121, City Terrace, Walchand Hirachand Marg, Mumbai, Maharashtra",400001,Located steps from Chhatrapati Shivaji Terminus,1,1,54,0
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Hotel Victoria,2758,2,19,"255 Shahid Bhagat Singh Rd,Near GPO, VT, Mumbai, Maharashtra",400001,City-center hotel,0,0,26,0
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,Hotel Victoria,2524,2,19,"256 Shahid Bhagat Singh Rd,Near GPO, VT, Mumbai, Maharashtra",400001,City-center hotel,0,0,26,0
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,Hotel Victoria,2524,2,19,"257 Shahid Bhagat Singh Rd,Near GPO, VT, Mumbai, Maharashtra",400001,City-center hotel,0,0,26,0
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,Hotel Victoria,2524,2,19,"258 Shahid Bhagat Singh Rd,Near GPO, VT, Mumbai, Maharashtra",400001,City-center hotel,0,0,26,0
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,Hotel Victoria,2524,2,19,"259 Shahid Bhagat Singh Rd,Near GPO, VT, Mumbai, Maharashtra",400001,City-center hotel,0,0,26,0
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,Hotel Victoria,3111,2,19,"260 Shahid Bhagat Singh Rd,Near GPO, VT, Mumbai, Maharashtra",400001,City-center hotel,0,0,26,0
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,Hotel Victoria,2524,2,19,"261 Shahid Bhagat Singh Rd,Near GPO, VT, Mumbai, Maharashtra",400001,City-center hotel,0,0,26,0
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,Hotel Victoria,2524,2,19,"262 Shahid Bhagat Singh Rd,Near GPO, VT, Mumbai, Maharashtra",400001,City-center hotel,0,0,26,0
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Vivanta by Taj,10800,5,21,"90 Cuffe Parade, Colaba, Mumbai, Maharashtra",400005,Luxury hotel with spa,1,1,287,1
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,Vivanta by Taj,10250,5,21,"91 Cuffe Parade, Colaba, Mumbai, Maharashtra",400005,Luxury hotel with spa,1,1,287,1
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,Vivanta by Taj,9900,5,21,"92 Cuffe Parade, Colaba, Mumbai, Maharashtra",400005,Luxury hotel with spa,1,1,287,1
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,Vivanta by Taj,10350,5,21,"93 Cuffe Parade, Colaba, Mumbai, Maharashtra",400005,Luxury hotel with spa,1,1,287,1
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,Vivanta by Taj,12000,5,21,"94 Cuffe Parade, Colaba, Mumbai, Maharashtra",400005,Luxury hotel with spa,1,1,287,1
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,Vivanta by Taj,11037,5,21,"95 Cuffe Parade, Colaba, Mumbai, Maharashtra",400005,Luxury hotel with spa,1,1,287,1
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,Vivanta by Taj,11475,5,21,"96 Cuffe Parade, Colaba, Mumbai, Maharashtra",400005,Luxury hotel with spa,1,1,287,1
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,Vivanta by Taj,11220,5,21,"97 Cuffe Parade, Colaba, Mumbai, Maharashtra",400005,Luxury hotel with spa,1,1,287,1
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Four Seasons Hotel Mumbai,11250,5,13,"114 Dr E Moses Road, Worli, Mumbai, Maharashtra",400018,Luxury hotel with 2 restaurants,1,1,202,1
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,Four Seasons Hotel Mumbai,10500,5,13,"115 Dr E Moses Road, Worli, Mumbai, Maharashtra",400018,Luxury hotel with 2 restaurants,1,1,202,1
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,Four Seasons Hotel Mumbai,12000,5,13,"116 Dr E Moses Road, Worli, Mumbai, Maharashtra",400018,Luxury hotel with 2 restaurants,1,1,202,1
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,Four Seasons Hotel Mumbai,10500,5,13,"117 Dr E Moses Road, Worli, Mumbai, Maharashtra",400018,Luxury hotel with 2 restaurants,1,1,202,1
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,Four Seasons Hotel Mumbai,16500,5,13,"118 Dr E Moses Road, Worli, Mumbai, Maharashtra",400018,Luxury hotel with 2 restaurants,1,1,202,1
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,Four Seasons Hotel Mumbai,16500,5,13,"119 Dr E Moses Road, Worli, Mumbai, Maharashtra",400018,Luxury hotel with 2 restaurants,1,1,202,1
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,Four Seasons Hotel Mumbai,12500,5,13,"120 Dr E Moses Road, Worli, Mumbai, Maharashtra",400018,Luxury hotel with 2 restaurants,1,1,202,1
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,Four Seasons Hotel Mumbai,10750,5,13,"121 Dr E Moses Road, Worli, Mumbai, Maharashtra",400018,Luxury hotel with 2 restaurants,1,1,202,1
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Taj Santacruz,10399,5,2.3,"Chhatrapati Shivaji Intl. Airport, Domestic Terminal, Santacruz East, Mumbai, Maharashtra",400099,Luxury hotel in Mumbai Suburban,1,1,279,1
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,Taj Santacruz,12000,5,2.3,"Chhatrapati Shivaji Intl. Airport, Domestic Terminal, Santacruz East, Mumbai, Maharashtra",400099,Luxury hotel in Mumbai Suburban,1,1,279,1
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,Taj Santacruz,8399,5,2.3,"Chhatrapati Shivaji Intl. Airport, Domestic Terminal, Santacruz East, Mumbai, Maharashtra",400099,Luxury hotel in Mumbai Suburban,1,1,279,1
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,Taj Santacruz,8799,5,2.3,"Chhatrapati Shivaji Intl. Airport, Domestic Terminal, Santacruz East, Mumbai, Maharashtra",400099,Luxury hotel in Mumbai Suburban,1,1,279,1
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,Taj Santacruz,11000,5,2.3,"Chhatrapati Shivaji Intl. Airport, Domestic Terminal, Santacruz East, Mumbai, Maharashtra",400099,Luxury hotel in Mumbai Suburban,1,1,279,1
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,Taj Santacruz,7999,5,2.3,"Chhatrapati Shivaji Intl. Airport, Domestic Terminal, Santacruz East, Mumbai, Maharashtra",400099,Luxury hotel in Mumbai Suburban,1,1,279,1
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,Taj Santacruz,12000,5,2.3,"Chhatrapati Shivaji Intl. Airport, Domestic Terminal, Santacruz East, Mumbai, Maharashtra",400099,Luxury hotel in Mumbai Suburban,1,1,279,1
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,Taj Santacruz,8399,5,2.3,"Chhatrapati Shivaji Intl. Airport, Domestic Terminal, Santacruz East, Mumbai, Maharashtra",400099,Luxury hotel in Mumbai Suburban,1,1,279,1
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Chateau Windsor Hotel,5250,3,19,"86, Veer Nariman Road, Next to Ambassador Hotel, Mumbai, Maharashtra",400020,3-star hotel with restaurant,1,1,65,0
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,Chateau Windsor Hotel,5250,3,19,"86, Veer Nariman Road, Next to Ambassador Hotel, Mumbai, Maharashtra",400020,3-star hotel with restaurant,1,1,65,0
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,Chateau Windsor Hotel,5750,3,19,"86, Veer Nariman Road, Next to Ambassador Hotel, Mumbai, Maharashtra",400020,3-star hotel with restaurant,1,1,65,0
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,Chateau Windsor Hotel,5750,3,19,"86, Veer Nariman Road, Next to Ambassador Hotel, Mumbai, Maharashtra",400020,3-star hotel with restaurant,1,1,65,0
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,Chateau Windsor Hotel,5750,3,19,"86, Veer Nariman Road, Next to Ambassador Hotel, Mumbai, Maharashtra",400020,3-star hotel with restaurant,1,1,65,0
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,Chateau Windsor Hotel,5750,3,19,"86, Veer Nariman Road, Next to Ambassador Hotel, Mumbai, Maharashtra",400020,3-star hotel with restaurant,1,1,65,0
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,Chateau Windsor Hotel,5250,3,19,"86, Veer Nariman Road, Next to Ambassador Hotel, Mumbai, Maharashtra",400020,3-star hotel with restaurant,1,1,65,0
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,Chateau Windsor Hotel,5250,3,19,"86, Veer Nariman Road, Next to Ambassador Hotel, Mumbai, Maharashtra",400020,3-star hotel with restaurant,1,1,65,0
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,The Gordon House Hotel,6800,4,20,"5 Battery, Apollo Bunder, Colaba, Mumbai, Maharashtra",400039,Luxury hotel with 2 restaurants,1,1,28,0
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,The Gordon House Hotel,9350,4,20,"6 Battery, Apollo Bunder, Colaba, Mumbai, Maharashtra",400039,Luxury hotel with 2 restaurants,1,1,28,0
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,The Gordon House Hotel,9999,4,20,"7 Battery, Apollo Bunder, Colaba, Mumbai, Maharashtra",400039,Luxury hotel with 2 restaurants,1,1,28,0
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,The Gordon House Hotel,9999,4,20,"8 Battery, Apollo Bunder, Colaba, Mumbai, Maharashtra",400039,Luxury hotel with 2 restaurants,1,1,28,0
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,The Gordon House Hotel,9999,4,20,"9 Battery, Apollo Bunder, Colaba, Mumbai, Maharashtra",400039,Luxury hotel with 2 restaurants,1,1,28,0
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,The Gordon House Hotel,9999,4,20,"10 Battery, Apollo Bunder, Colaba, Mumbai, Maharashtra",400039,Luxury hotel with 2 restaurants,1,1,28,0
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,The Gordon House Hotel,9999,4,20,"11 Battery, Apollo Bunder, Colaba, Mumbai, Maharashtra",400039,Luxury hotel with 2 restaurants,1,1,28,0
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,The Gordon House Hotel,9999,4,20,"12 Battery, Apollo Bunder, Colaba, Mumbai, Maharashtra",400039,Luxury hotel with 2 restaurants,1,1,28,0
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Taj Lands End,12879,5,8.1,"Bandstand, Bandra West, Mumbai, Maharashtra",400050,Luxury hotel with 4 restaurants,1,1,493,1
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,Taj Lands End,10694,5,8.1,"Bandstand, Bandra West, Mumbai, Maharashtra",400050,Luxury hotel with 4 restaurants,1,1,493,1
